ci 0
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x90 130 128 116 122 126 136 116 126 120 142 126 116 124 134 134 120
0xa0 132 138 114 128 116 126 126 120 134 116 120 118 126 136 140 126
0xb0 124 130 122 120 120 138 130 116 126 124 136 118 130 116 120 114
0xc0 122 132 132 134 122 128 144 134 124 134 130 140 140 122 126 116
0xd0 126 120 120 122 130 128 120 118 120 114 134 128 140 130 118 116
0xe0 140 118 130 116 140 130 134 140 122 116 116 126 122 136 120 142
0xf0 124 134 114 132 136 134 130 144 122 132 140 118 134 124 124 138
ci 211
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 126 118 116 126 116 116 114 138 136 120 126 128 134 126 132
0x10 132 130 134 132 126 140 136 126 122 120 116 138 132 114 134 132
0x20 126 120 128 138 124 134 126 128 128 138 122 124 126 120 120 130
0x30 114 140 120 114 132 134 130 140 128 122 126 112 122 140 128 130
0x40 136 134 134 140 134 140 116 122 134 132 124 122 132 138 122 136
0x50 120 134 122 128 138 120 132 130 130 128 124 122 140 122 126 116
0x60 122 124 140 118 136 138 138 140 128 130 122 124 134 120 112 138
0x70 130 132 128 138 140 134 114 140 116 118 122 140 126 120 124 142
0x80 134 132 132 130 132 122 114 144 132 130 130 136 138 128 136 126
0x90 122 136 116 130 116 130 118 140 132 130 126 116 126 140 128 126
0xa0 120 122 138 124 134 136 120 114 134 120 120 130 116 118 134 120
0xb0 124 142 114 132 126 120 124 126 134 136 124 118 112 122 126 120
0xc0 142 132 132 130 116 114 138 136 136 126 126 116 142 124 116 138
0xd0 126 116 120 134 120 126 138 128 132 122 126 116 118 124 136 118
0xe0 116 134 134 128 122 124 124 126 126 112 128 114 140 142 126 136
0xf0 124 126 138 116 126 120 132 126 130 116 128 130 116 142 122 140
ci 212
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 128 136 140 124 120 140 132 138 122 130 134 118 114 134 126
0x10 122 122 130 126 126 130 134 142 144 128 136 132 124 128 116 124
0x20 122 118 126 118 126 126 138 126 128 132 132 116 140 116 136 132
0x30 116 136 128 136 136 136 132 128 142 138 122 122 130 138 126 130
0x40 126 122 114 130 114 122 142 130 136 124 140 116 124 140 120 132
0x50 112 124 140 116 124 124 120 124 142 130 138 122 130 122 126 138
0x60 140 124 124 120 120 124 128 136 130 114 130 126 118 122 126 118
0x70 126 134 126 122 122 126 122 122 128 120 128 140 140 128 140 140
0x80 138 122 130 134 122 118 130 122 132 140 116 144 132 136 116 132
0x90 132 140 116 120 124 136 132 132 122 122 130 126 138 126 138 130
0xa0 140 136 128 120 132 132 136 140 130 142 126 134 130 114 126 130
0xb0 126 122 130 130 134 126 114 134 136 116 116 132 128 136 116 136
0xc0 116 120 136 112 132 116 136 132 126 130 138 130 126 126 138 118
0xd0 142 122 114 122 134 118 130 134 124 120 136 112 124 140 128 132
0xe0 114 138 130 134 138 134 122 138 120 120 128 124 136 140 128 120
0xf0 116 140 140 136 140 128 124 140 134 118 134 138 142 122 134 142
ci 213
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 120 116 144 126 142 118 114 126 134 126 122 116 124 120 140
0x10 114 138 130 134 120 128 140 120 144 120 116 120 126 126 134 138
0x20 126 126 134 130 140 132 128 140 124 116 120 124 130 122 122 134
0x30 132 140 120 132 114 138 130 134 130 130 114 134 136 128 132 136
0x40 122 122 138 118 136 136 132 136 112 128 124 136 134 126 126 122
0x50 112 128 124 112 126 134 134 122 126 126 142 130 116 116 128 140
0x60 124 140 136 124 130 130 114 126 122 130 122 118 120 120 140 120
0x70 142 134 118 138 140 140 120 140 132 116 136 132 138 138 130 118
0x80 126 138 130 122 128 140 120 136 132 136 140 140 134 130 130 130
0x90 140 136 140 140 134 122 122 122 114 134 126 134 124 128 124 140
0xa0 132 128 140 124 134 130 138 130 114 126 134 118 132 136 132 132
0xb0 134 122 138 138 120 132 136 120 132 136 124 124 134 122 122 114
0xc0 124 120 140 124 118 138 114 130 122 126 142 118 116 136 116 132
0xd0 126 122 138 130 120 132 128 128 116 120 140 124 142 122 130 130
0xe0 126 130 122 122 128 140 128 128 124 128 116 132 126 130 138 130
0xf0 124 120 132 132 118 114 130 138 130 126 142 126 140 128 140 140
ci 214
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 126 124 134 134 116 130 140 120 122 120 118 126 112 134 132
0x10 132 134 116 122 138 116 130 128 120 126 116 126 134 132 114 132
0x20 126 116 126 120 140 122 140 142 130 140 134 116 120 122 132 122
0x30 126 128 138 120 132 134 136 134 118 124 126 128 124 114 132 134
0x40 130 132 138 128 136 130 120 118 130 120 142 136 120 134 132 134
0x50 126 116 122 124 132 138 128 130 114 140 122 128 128 122 128 118
0x60 124 142 112 126 130 132 126 140 128 118 136 122 126 132 134 120
0x70 140 138 124 126 138 128 138 116 140 142 136 126 138 116 142 124
0x80 120 138 132 130 126 136 130 136 116 130 116 142 138 112 122 124
0x90 124 122 124 126 122 136 122 124 140 134 120 134 130 124 134 132
0xa0 138 116 114 128 136 130 120 134 130 120 126 136 120 126 116 126
0xb0 122 136 126 120 120 126 124 126 126 136 126 116 140 126 132 114
0xc0 118 116 126 128 140 138 116 134 122 116 118 116 128 122 132 114
0xd0 138 116 134 140 120 122 140 122 138 128 114 116 128 126 136 130
0xe0 132 130 112 122 122 128 118 120 124 134 140 114 138 124 114 144
0xf0 140 126 132 138 130 132 114 120 136 134 140 126 126 124 130 132
ci 215
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 126 128 138 140 118 136 126 116 118 132 130 128 134 132 134
0x10 120 138 120 126 132 122 128 138 116 138 116 126 128 130 132 122
0x20 114 132 126 132 118 116 134 136 142 132 114 124 130 140 114 128
0x30 114 128 126 120 126 128 126 124 134 136 138 136 130 144 114 140
0x40 142 140 122 116 130 124 122 128 130 140 142 116 134 132 134 112
0x50 130 132 118 124 126 116 126 136 134 116 122 124 130 140 122 136
0x60 124 118 116 130 136 126 116 126 120 142 136 130 132 126 128 126
0x70 136 126 136 138 116 142 120 126 132 134 140 122 128 126 116 126
0x80 128 134 120 130 132 118 120 142 120 122 128 118 132 122 112 122
0x90 124 134 140 130 120 118 116 126 116 122 116 134 136 122 140 138
0xa0 126 128 122 136 122 136 138 116 134 116 122 116 138 124 138 120
0xb0 122 136 126 112 134 120 126 132 114 124 126 124 118 140 126 120
0xc0 122 120 126 128 134 128 134 116 130 132 118 124 118 124 126 120
0xd0 114 116 134 116 126 132 126 128 114 120 134 136 134 136 142 124
0xe0 116 134 124 138 120 134 116 126 140 130 124 126 120 130 132 122
0xf0 124 138 132 134 136 138 132 122 124 126 140 130 144 142 140 126
ci 216
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 118 140 130 126 132 130 120 144 142 116 122 142 132 122 120
0x10 122 136 122 128 124 138 140 130 134 140 142 132 136 118 128 126
0x20 116 142 144 122 126 120 138 132 140 126 144 122 142 120 130 132
0x30 118 136 126 136 124 142 140 134 122 116 138 116 120 138 128 130
0x40 134 136 122 124 120 138 140 126 118 136 122 132 128 122 132 134
0x50 128 130 120 130 118 136 134 128 124 126 116 134 122 132 122 132
0x60 126 124 130 128 132 130 128 126 118 132 122 128 140 130 120 118
0x70 120 118 120 142 138 120 122 128 140 138 140 138 126 116 142 116
0x80 120 118 112 126 126 140 134 132 120 134 136 126 134 140 134 132
0x90 126 124 130 120 136 134 132 122 130 128 142 140 132 138 120 142
0xa0 112 122 120 130 138 132 122 116 136 130 120 138 130 132 138 116
0xb0 126 120 122 140 116 126 128 130 122 116 126 120 128 130 116 134
0xc0 114 132 130 116 116 134 124 126 130 124 114 116 116 134 140 134
0xd0 136 130 116 134 142 136 122 124 140 126 136 138 130 140 126 120
0xe0 126 132 126 132 140 114 124 114 134 132 118 124 124 130 124 138
0xf0 132 130 136 142 126 140 122 128 128 134 116 122 130 128 126 124
ci 217
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 130 116 118 124 138 140 122 140 134 124 126 144 134 140 122
0x10 130 124 142 128 130 120 122 136 126 128 142 128 142 124 122 136
0x20 136 130 124 134 120 134 120 134 128 114 120 130 136 126 124 138
0x30 118 136 114 124 130 136 122 136 134 128 126 136 130 128 134 116
0x40 134 136 138 116 134 140 118 132 130 124 122 132 130 128 134 132
0x50 124 126 128 114 136 142 120 142 136 130 120 122 140 138 136 126
0x60 138 140 118 128 126 124 134 124 122 116 130 140 126 116 130 136
0x70 140 142 120 122 132 114 140 138 132 126 116 134 116 122 128 126
0x80 132 130 140 114 120 122 140 134 120 118 124 138 132 134 116 134
0x90 134 124 134 140 142 136 138 132 130 136 134 116 138 116 138 124
0xa0 136 126 144 126 120 122 124 118 128 118 140 130 136 138 144 130
0xb0 126 140 126 124 122 132 134 128 118 116 114 120 130 124 138 124
0xc0 126 116 118 140 126 128 130 116 114 136 126 124 114 132 122 116
0xd0 140 130 116 130 136 122 124 118 136 126 124 130 124 126 140 126
0xe0 126 132 126 132 122 132 118 128 126 132 122 136 122 116 130 116
0xf0 128 134 128 142 144 122 140 126 144 118 116 122 136 130 120 130
ci 218
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 120 136 128 144 124 112 116 138 118 126 130 114 122 134 126
0x10 128 116 120 132 132 124 140 132 134 126 130 138 114 134 134 114
0x20 120 120 128 112 124 144 116 112 130 126 134 122 134 126 114 122
0x30 116 128 132 120 116 132 140 140 122 130 126 118 122 126 126 122
0x40 130 126 114 118 118 142 126 134 116 116 136 136 120 140 140 136
0x50 138 138 130 130 130 126 122 142 120 140 124 136 128 120 140 116
0x60 126 122 134 122 118 126 126 134 120 128 116 124 120 132 140 128
0x70 130 114 122 122 134 130 134 138 120 116 140 128 116 132 136 136
0x80 126 138 130 142 122 130 126 126 132 124 124 124 128 124 128 124
0x90 130 130 134 126 138 134 134 130 132 128 132 128 124 140 124 116
0xa0 126 138 122 134 118 142 122 138 132 116 132 140 132 136 132 120
0xb0 118 118 122 114 114 126 118 130 120 124 136 124 124 132 132 132
0xc0 140 116 120 136 140 120 120 116 122 126 130 118 130 130 114 138
0xd0 120 140 140 128 132 140 128 128 114 114 122 130 134 130 126 122
0xe0 120 136 116 140 116 136 136 140 126 130 134 138 122 122 114 122
0xf0 136 132 132 128 136 120 132 140 122 138 122 130 138 118 130 126
ci 219
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 124 120 116 122 118 126 130 142 126 118 126 128 128 124 124
0x10 140 116 136 136 122 130 130 122 130 142 126 122 128 140 128 116
0x20 124 132 132 140 122 122 126 118 134 122 118 114 124 136 144 124
0x30 128 116 124 136 122 134 114 126 138 138 126 126 116 124 124 140
0x40 130 134 122 126 128 116 140 136 120 120 120 128 134 118 130 130
0x50 130 122 126 142 140 132 124 132 112 132 132 120 114 118 114 142
0x60 122 114 114 138 116 116 128 120 140 136 132 120 134 122 122 126
0x70 138 118 118 122 136 140 136 140 124 124 120 136 130 122 138 122
0x80 126 130 130 126 140 112 124 128 136 120 132 132 142 126 126 134
0x90 122 138 138 138 116 132 128 120 140 120 116 136 134 130 130 126
0xa0 130 114 126 118 124 132 132 140 128 116 140 112 130 126 130 134
0xb0 118 114 126 122 116 136 120 116 116 116 140 116 130 122 142 118
0xc0 116 136 120 132 118 122 126 130 134 126 122 114 136 128 136 136
0xd0 140 132 124 132 130 122 134 134 134 130 134 122 116 144 128 140
0xe0 124 116 136 136 130 130 130 130 114 118 134 138 120 132 136 140
0xf0 132 128 124 120 134 122 130 126 138 130 138 122 132 132 128 128
ci 220
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 118 114 132 132 142 138 136 130 116 124 122 134 124 124 118
0x10 126 136 136 126 122 136 120 138 136 142 138 124 140 134 122 120
0x20 140 134 126 140 140 130 130 116 134 124 136 114 118 136 116 130
0x30 130 120 124 134 130 132 128 126 116 134 142 132 124 122 130 140
0x40 112 114 126 132 128 134 122 140 134 132 132 134 118 136 136 134
0x50 142 140 116 134 118 120 136 134 116 126 138 120 132 130 126 136
0x60 120 134 126 120 140 134 142 140 134 128 132 122 122 128 140 134
0x70 126 112 124 122 130 128 124 126 140 122 130 124 136 130 130 128
0x80 142 124 140 126 130 132 124 138 136 114 134 116 124 138 126 120
0x90 140 134 130 128 128 126 130 140 126 132 116 142 122 116 116 138
0xa0 142 120 124 130 134 140 128 122 128 134 118 136 136 138 130 136
0xb0 140 122 114 140 124 118 126 124 134 128 116 122 126 132 144 122
0xc0 118 136 128 126 118 124 132 142 140 138 126 120 124 126 122 112
0xd0 116 138 118 120 116 126 138 120 122 124 116 130 114 120 120 130
0xe0 130 136 116 142 126 128 132 130 128 130 130 120 140 138 122 116
0xf0 128 130 122 128 132 130 130 140 126 124 120 138 138 132 112 134
ci 221
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 118 122 124 130 120 124 134 138 116 136 126 124 126 130 120
0x10 142 128 140 138 144 130 118 124 140 130 134 120 126 140 136 122
0x20 136 142 130 140 134 140 120 138 134 144 132 130 124 126 122 120
0x30 130 124 120 134 136 130 126 116 140 122 126 128 138 144 132 134
0x40 120 142 134 136 126 140 124 126 118 136 128 126 124 126 126 116
0x50 130 124 140 114 128 130 114 136 124 130 122 124 122 128 136 114
0x60 116 130 130 132 134 124 124 142 126 120 136 134 136 130 130 136
0x70 114 124 116 130 132 134 134 116 128 134 118 128 138 128 136 138
0x80 138 116 128 134 140 142 130 120 132 130 134 128 126 124 136 122
0x90 116 122 134 120 126 140 120 138 130 124 136 126 116 126 138 136
0xa0 142 136 116 130 132 134 130 112 116 130 134 120 122 120 140 134
0xb0 132 114 142 112 122 128 132 118 118 120 116 138 140 142 114 128
0xc0 130 132 124 122 120 122 130 120 120 118 134 128 134 140 140 134
0xd0 128 118 126 128 118 140 124 118 130 116 124 138 128 122 138 120
0xe0 122 132 132 114 116 126 134 140 132 138 130 124 126 140 140 134
0xf0 140 130 130 124 126 116 116 134 138 124 124 114 140 134 134 124
ci 222
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 116 130 122 134 122 132 124 124 112 130 138 114 118 116 124
0x10 116 128 130 130 122 118 132 132 136 116 114 130 134 130 140 140
0x20 128 140 122 130 130 118 136 136 132 136 122 138 134 130 120 128
0x30 136 132 142 118 130 134 116 132 116 120 126 126 118 130 124 116
0x40 112 128 118 138 130 138 132 128 120 144 122 134 122 122 136 124
0x50 116 116 126 130 134 126 124 120 124 116 122 134 134 118 128 116
0x60 132 132 130 126 114 130 140 120 140 140 126 138 122 122 136 132
0x70 116 124 118 122 122 130 136 124 140 116 138 126 122 130 132 120
0x80 124 116 122 126 142 126 112 140 124 132 126 114 142 126 132 144
0x90 128 120 114 134 114 130 136 132 128 120 142 130 138 122 140 120
0xa0 140 116 122 118 130 138 116 128 116 132 126 130 122 122 136 124
0xb0 116 132 134 122 130 130 120 124 124 116 114 142 114 122 140 136
0xc0 124 136 126 134 130 126 120 128 128 132 126 126 118 122 136 136
0xd0 128 132 126 126 118 122 120 120 140 136 126 118 138 134 128 136
0xe0 136 140 122 130 130 142 120 136 140 128 114 138 134 114 128 128
0xf0 120 124 118 126 122 134 140 140 132 136 126 134 126 138 124 140
ci 223
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 116 114 122 120 136 130 118 124 120 142 126 140 124 118 122
0x10 128 116 122 130 128 128 138 126 136 116 130 130 128 128 122 126
0x20 124 116 134 122 136 124 130 130 116 124 126 130 128 140 122 130
0x30 124 140 118 130 136 116 138 114 120 120 130 126 116 136 118 118
0x40 128 132 126 126 124 140 138 134 120 116 126 134 124 124 130 142
0x50 116 144 122 130 112 120 126 114 128 132 126 126 132 124 138 142
0x60 120 120 134 138 128 140 134 134 140 124 130 134 132 136 130 122
0x70 140 124 122 126 124 136 122 122 124 124 114 118 140 128 114 122
0x80 124 128 130 138 136 120 134 138 124 120 114 114 136 120 134 122
0x90 128 132 126 134 132 132 130 134 116 112 130 130 120 136 134 138
0xa0 136 128 142 130 128 116 134 134 140 116 130 134 124 120 130 122
0xb0 116 132 138 118 124 136 122 130 116 132 138 118 132 120 130 130
0xc0 124 136 126 134 116 124 134 122 112 116 122 138 136 144 130 118
0xd0 124 128 118 134 116 116 134 114 140 136 126 118 132 116 126 122
0xe0 140 116 134 130 136 124 138 130 132 140 134 114 120 132 130 114
0xf0 116 140 142 138 120 140 130 122 128 136 130 126 140 120 142 126
ci 224
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 134 126 120 126 140 120 130 130 132 128 126 128 130 130 136
0x10 128 122 118 124 138 124 132 138 126 124 132 118 120 118 122 116
0x20 112 122 134 116 134 136 136 134 134 124 124 126 140 130 134 128
0x30 140 138 122 116 142 132 128 138 126 128 124 130 112 130 122 136
0x40 116 134 126 116 118 120 116 130 114 120 132 118 140 122 122 124
0x50 136 134 114 124 134 116 124 126 130 140 132 130 120 122 126 124
0x60 128 126 114 132 122 136 128 122 122 140 132 114 140 118 130 128
0x70 120 130 122 128 126 136 124 122 142 116 120 130 124 122 138 132
0x80 124 122 130 140 130 120 140 134 130 116 120 126 136 138 138 120
0x90 128 114 126 116 122 116 116 138 138 120 136 130 132 130 118 120
0xa0 124 134 130 136 130 116 140 130 118 132 124 142 124 122 126 136
0xb0 140 138 122 140 134 140 128 130 122 116 120 142 132 126 118 116
0xc0 116 142 126 132 142 136 132 130 142 116 144 138 128 126 118 128
0xd0 116 138 142 120 130 120 144 114 130 124 132 122 120 122 134 124
0xe0 136 134 130 124 130 128 120 122 126 136 112 126 128 114 134 132
0xf0 140 134 118 116 138 116 136 126 134 116 120 114 140 130 122 132
ci 225
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 130 130 136 124 130 118 120 134 116 124 134 130 132 136 126
0x10 124 122 122 132 124 126 130 136 122 124 116 122 130 136 124 126
0x20 128 122 130 128 132 122 134 120 118 140 132 118 130 132 136 126
0x30 116 122 122 140 140 126 114 136 122 132 116 130 130 120 116 134
0x40 120 130 126 116 120 134 118 120 130 136 132 126 122 116 140 130
0x50 116 130 134 120 128 130 122 136 134 136 140 122 130 120 136 114
0x60 132 142 130 120 116 122 130 124 142 132 112 122 142 112 120 118
0x70 120 118 138 140 132 126 134 140 114 132 128 126 134 116 124 126
0x80 120 118 130 132 116 142 134 140 138 124 136 134 126 140 124 126
0x90 116 134 130 128 124 122 130 116 118 116 128 114 126 120 120 142
0xa0 136 142 138 116 116 126 118 140 130 124 128 134 142 140 132 118
0xb0 132 126 130 136 140 138 138 124 118 140 120 130 134 144 128 134
0xc0 132 138 122 124 132 134 130 120 114 140 116 130 130 120 132 134
0xd0 112 130 122 128 116 130 118 112 142 140 124 134 122 132 120 134
0xe0 120 126 126 128 128 138 118 116 126 120 136 118 142 140 128 138
0xf0 132 118 118 124 128 134 130 116 114 128 128 122 142 128 132 122
ci 226
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 128 142 130 136 132 122 138 132 124 118 122 140 120 130 138
0x10 118 118 128 140 122 134 128 136 126 142 116 120 130 118 116 124
0x20 140 124 130 134 132 128 126 126 140 140 134 130 116 120 130 130
0x30 130 130 116 112 134 130 132 124 118 126 132 128 138 134 116 116
0x40 132 136 134 118 120 120 126 138 140 136 122 138 136 120 138 126
0x50 118 130 116 132 118 126 144 140 130 142 132 140 122 122 136 132
0x60 132 128 134 126 128 136 134 122 136 116 134 134 124 140 126 130
0x70 134 122 132 124 126 126 136 140 126 138 128 120 126 142 140 120
0x80 122 118 136 128 134 118 128 140 126 122 136 120 122 130 128 140
0x90 132 112 118 134 124 124 114 134 124 128 130 114 132 116 126 122
0xa0 130 118 120 120 134 126 136 124 130 142 132 132 118 126 132 128
0xb0 132 120 142 134 116 140 114 142 136 140 134 134 136 136 122 134
0xc0 130 114 124 128 114 134 136 112 130 130 128 124 138 134 132 140
0xd0 128 136 126 130 140 136 126 134 116 116 126 114 136 116 134 134
0xe0 126 126 120 140 126 114 116 140 138 114 136 124 130 118 140 140
0xf0 116 124 130 118 144 124 130 122 132 124 142 122 136 124 134 126
ci 227
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 132 130 122 138 134 140 140 120 116 130 122 138 142 132 132
0x10 134 114 120 128 116 136 118 134 134 114 128 128 116 120 126 134
0x20 132 140 134 130 134 126 128 124 140 132 126 130 126 134 120 140
0x30 126 126 120 132 132 132 118 130 118 142 144 124 116 140 134 130
0x40 128 116 126 134 134 122 140 116 116 120 130 130 138 126 128 128
0x50 134 122 140 124 120 140 134 134 114 126 136 136 124 120 138 122
